P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
,,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,,,3B,Mike Moustakas (6699843),Mike Moustakas,6699843,3600,KC@NYY 07:05PM ET,KC,
,,,,,,,,,,,1B,Lucas Duda (6699772),Lucas Duda,6699772,3600,NYM@LAD 10:10PM ET,NYM,
,,,,,,,,,,,SS,Zack Cozart (6699904),Zack Cozart,6699904,3600,Pit@Cin 07:10PM ET,Cin,
,,,,,,,,,,,3B,Anthony Rendon (6699856),Anthony Rendon,6699856,3600,Det@Was 07:05PM ET,Was,
,,,,,,,,,,,OF,Aaron Altherr (6699959),Aaron Altherr,6699959,3600,Phi@Atl 07:10PM ET,Phi,
,,,,,,,,,,,OF,Odubel Herrera (6699961),Odubel Herrera,6699961,3600,Phi@Atl 07:10PM ET,Phi,
,,,,,,,,,,,OF,Yasiel Puig (6700038),Yasiel Puig,6700038,3600,NYM@LAD 10:10PM ET,LAD,
,,,,,,,,,,,2B,Brandon Phillips (6699801),Brandon Phillips,6699801,3500,Pit@Cin 07:10PM ET,Cin,
,,,,,,,,,,,1B,Ryan Howard (6699753),Ryan Howard,6699753,3500,Phi@Atl 07:10PM ET,Phi,
,,,,,,,,,,,C,Brian McCann (6699698),Brian McCann,6699698,3500,KC@NYY 07:05PM ET,NYY,
,,,,,,,,,,,OF,Chris Young (6699932),Chris Young,6699932,3500,Oak@Bos 07:10PM ET,Bos,
,,,,,,,,,,,SS,Jhonny Peralta (6699908),Jhonny Peralta,6699908,3500,StL@LAA 10:05PM ET,StL,
,,,,,,,,,,,2B,Kolten Wong (6699809),Kolten Wong,6699809,3500,StL@LAA 10:05PM ET,StL,
,,,,,,,,,,,1B,Wil Myers (6699760),Wil Myers,6699760,3500,SD@ChC 08:05PM ET,SD,
,,,,,,,,,,,OF,Ender Inciarte (6699960),Ender Inciarte,6699960,3500,Phi@Atl 07:10PM ET,Atl,
,,,,,,,,,,,1B/OF,Mark Canha (6699778),Mark Canha,6699778,3500,Oak@Bos 07:10PM ET,Oak,
,,,,,,,,,,,OF,Josh Bell (6700003),Josh Bell,6700003,3500,Pit@Cin 07:10PM ET,Pit,
,,,,,,,,,,,OF,Carlos Beltran (6699941),Carlos Beltran,6699941,3400,KC@NYY 07:05PM ET,NYY,
,,,,,,,,,,,2B,Neil Walker (6699811),Neil Walker,6699811,3400,NYM@LAD 10:10PM ET,NYM,
,,,,,,,,,,,OF,Jay Bruce (6699993),Jay Bruce,6699993,3400,Pit@Cin 07:10PM ET,Cin,
,,,,,,,,,,,OF,Alex Gordon (6699945),Alex Gordon,6699945,3400,KC@NYY 07:05PM ET,KC,
,,,,,,,,,,,OF,Jarrod Dyson (6699947),Jarrod Dyson,6699947,3400,KC@NYY 07:05PM ET,KC,
,,,,,,,,,,,OF,Jason Heyward (6699982),Jason Heyward,6699982,3400,SD@ChC 08:05PM ET,ChC,
,,,,,,,,,,,OF,Ben Revere (6700010),Ben Revere,6700010,3400,Det@Was 07:05PM ET,Was,
,,,,,,,,,,,2B/3B,Derek Dietrich (6699817),Derek Dietrich,6699817,3400,Mil@Mia 07:10PM ET,Mia,
,,,,,,,,,,,1B,Justin Bour (6699757),Justin Bour,6699757,3400,Mil@Mia 07:10PM ET,Mia,
,,,,,,,,,,,3B,Maikel Franco (6699847),Maikel Franco,6699847,3400,Phi@Atl 07:10PM ET,Phi,
,,,,,,,,,,,1B,Jason Rogers (6699764),Jason Rogers,6699764,3400,Pit@Cin 07:10PM ET,Pit,
,,,,,,,,,,,OF,Tyler Goeddel (6699962),Tyler Goeddel,6699962,3400,Phi@Atl 07:10PM ET,Phi,
,,,,,,,,,,,SS,Addison Russell (6699903),Addison Russell,6699903,3400,SD@ChC 08:05PM ET,ChC,
,,,,,,,,,,,SS,Corey Seager (6699912),Corey Seager,6699912,3400,NYM@LAD 10:10PM ET,LAD,
,,,,,,,,,,,SS,Aledmys Diaz (6699910),Aledmys Diaz,6699910,3400,StL@LAA 10:05PM ET,StL,
,,,,,,,,,,,1B,Albert Pujols (6699768),Albert Pujols,6699768,3300,StL@LAA 10:05PM ET,LAA,
,,,,,,,,,,,C,Ryan Hanigan (6699693),Ryan Hanigan,6699693,3300,Oak@Bos 07:10PM ET,Bos,
,,,,,,,,,,,OF,Matt Holliday (6700018),Matt Holliday,6700018,3300,StL@LAA 10:05PM ET,StL,
,,,,,,,,,,,1B,Billy Butler (6699747),Billy Butler,6699747,3300,Oak@Bos 07:10PM ET,Oak,
,,,,,,,,,,,SS,Alcides Escobar (6699894),Alcides Escobar,6699894,3300,KC@NYY 07:05PM ET,KC,
,,,,,,,,,,,OF,Jon Jay (6699980),Jon Jay,6699980,3300,SD@ChC 08:05PM ET,SD,
,,,,,,,,,,,3B,Danny Valencia (6699840),Danny Valencia,6699840,3300,Oak@Bos 07:10PM ET,Oak,
,,,,,,,,,,,C,Jonathan Lucroy (6699709),Jonathan Lucroy,6699709,3300,Mil@Mia 07:10PM ET,Mil,
,,,,,,,,,,,SS,Jordy Mercer (6699905),Jordy Mercer,6699905,3300,Pit@Cin 07:10PM ET,Pit,
,,,,,,,,,,,OF,Randal Grichuk (6700022),Randal Grichuk,6700022,3300,StL@LAA 10:05PM ET,StL,
,,,,,,,,,,,OF,J.D. Martinez (6700015),J.D. Martinez,6700015,3300,Det@Was 07:05PM ET,Det,
,,,,,,,,,,,OF,Kole Calhoun (6700027),Kole Calhoun,6700027,3300,StL@LAA 10:05PM ET,LAA,
,,,,,,,,,,,3B,Nick Castellanos (6699857),Nick Castellanos,6699857,3300,Det@Was 07:05PM ET,Det,
,,,,,,,,,,,2B,Cory Spangenberg (6699800),Cory Spangenberg,6699800,3300,SD@ChC 08:05PM ET,SD,
,,,,,,,,,,,OF,Michael Conforto (6700039),Michael Conforto,6700039,3300,NYM@LAD 10:10PM ET,NYM,
,,,,,,,,,,,1B,Victor Martinez (6699765),Victor Martinez,6699765,3200,Det@Was 07:05PM ET,Det,
,,,,,,,,,,,OF,Coco Crisp (6699931),Coco Crisp,6699931,3200,Oak@Bos 07:10PM ET,Oak,
,,,,,,,,,,,2B,Chase Utley (6699810),Chase Utley,6699810,3200,NYM@LAD 10:10PM ET,LAD,
,,,,,,,,,,,C,Yadier Molina (6699732),Yadier Molina,6699732,3200,StL@LAA 10:05PM ET,StL,
,,,,,,,,,,,2B/3B,Sean Rodriguez (6699821),Sean Rodriguez,6699821,3200,Pit@Cin 07:10PM ET,Pit,
,,,,,,,,,,,1B,Kendrys Morales (6699750),Kendrys Morales,6699750,3200,KC@NYY 07:05PM ET,KC,
,,,,,,,,,,,1B,Ryan Zimmerman (6699767),Ryan Zimmerman,6699767,3200,Det@Was 07:05PM ET,Was,
,,,,,,,,,,,OF,Ryan Kalish (6699981),Ryan Kalish,6699981,3200,SD@ChC 08:05PM ET,ChC,
,,,,,,,,,,,C,Wilson Ramos (6699728),Wilson Ramos,6699728,3200,Det@Was 07:05PM ET,Was,
,,,,,,,,,,,C,Salvador Perez (6699701),Salvador Perez,6699701,3200,KC@NYY 07:05PM ET,KC,
,,,,,,,,,,,OF,Aaron Hicks (6699948),Aaron Hicks,6699948,3200,KC@NYY 07:05PM ET,NYY,
,,,,,,,,,,,C,Christian Vazquez (6699695),Christian Vazquez,6699695,3200,Oak@Bos 07:10PM ET,Bos,
,,,,,,,,,,,OF,Reymond Fuentes (6699950),Reymond Fuentes,6699950,3200,KC@NYY 07:05PM ET,KC,
,,,,,,,,,,,2B/SS,Marco Hernandez (6699829),Marco Hernandez,6699829,3200,Oak@Bos 07:10PM ET,Bos,
,,,,,,,,,,,C,J.T. Realmuto (6699710),J.T. Realmuto,6699710,3200,Mil@Mia 07:10PM ET,Mia,
,,,,,,,,,,,OF,Mallex Smith (6699963),Mallex Smith,6699963,3200,Phi@Atl 07:10PM ET,Atl,
,,,,,,,,,,,1B,Michael Morse (6699761),Michael Morse,6699761,3100,Pit@Cin 07:10PM ET,Pit,
,,,,,,,,,,,SS,Asdrubal Cabrera (6699911),Asdrubal Cabrera,6699911,3100,NYM@LAD 10:10PM ET,NYM,
,,,,,,,,,,,OF,Tommy Pham (6700021),Tommy Pham,6700021,3100,StL@LAA 10:05PM ET,StL,
,,,,,,,,,,,C,Stephen Vogt (6699694),Stephen Vogt,6699694,3100,Oak@Bos 07:10PM ET,Oak,
,,,,,,,,,,,1B,Yonder Alonso (6699748),Yonder Alonso,6699748,3100,Oak@Bos 07:10PM ET,Oak,
,,,,,,,,,,,OF,Kirk Nieuwenhuis (6699969),Kirk Nieuwenhuis,6699969,3100,Mil@Mia 07:10PM ET,Mil,
,,,,,,,,,,,OF,Keon Broxton (6699970),Keon Broxton,6699970,3100,Mil@Mia 07:10PM ET,Mil,
,,,,,,,,,,,2B,Starlin Castro (6699792),Starlin Castro,6699792,3100,KC@NYY 07:05PM ET,NYY,
,,,,,,,,,,,1B,Matt Adams (6699769),Matt Adams,6699769,3100,StL@LAA 10:05PM ET,StL,
,,,,,,,,,,,OF,Domingo Santana (6699974),Domingo Santana,6699974,3100,Mil@Mia 07:10PM ET,Mil,
,,,,,,,,,,,OF,Adam Duvall (6700001),Adam Duvall,6700001,3100,Pit@Cin 07:10PM ET,Cin,
,,,,,,,,,,,C,Blake Swihart (6699697),Blake Swihart,6699697,3100,Oak@Bos 07:10PM ET,Bos,
,,,,,,,,,,,1B,Adrian Gonzalez (6699771),Adrian Gonzalez,6699771,3000,NYM@LAD 10:10PM ET,LAD,
,,,,,,,,,,,C,Miguel Montero (6699712),Miguel Montero,6699712,3000,SD@ChC 08:05PM ET,ChC,
,,,,,,,,,,,3B,Pablo Sandoval (6699839),Pablo Sandoval,6699839,3000,Oak@Bos 07:10PM ET,Bos,
,,,,,,,,,,,OF,Antoan Richardson (6699995),Antoan Richardson,6699995,3000,Pit@Cin 07:10PM ET,Pit,
,,,,,,,,,,,OF,Cameron Maybin (6700007),Cameron Maybin,6700007,3000,Det@Was 07:05PM ET,Det,
,,,,,,,,,,,SS,Freddy Galvis (6699897),Freddy Galvis,6699897,3000,Phi@Atl 07:10PM ET,Phi,
,,,,,,,,,,,2B/OF,Dustin Ackley (6699826),Dustin Ackley,6699826,3000,KC@NYY 07:05PM ET,NYY,
,,,,,,,,,,,C,Josh Phegley (6699696),Josh Phegley,6699696,3000,Oak@Bos 07:10PM ET,Oak,
,,,,,,,,,,,OF,Michael A. Taylor (6700012),Michael A. Taylor,6700012,3000,Det@Was 07:05PM ET,Was,
,,,,,,,,,,,SS,Jonathan Villar (6699898),Jonathan Villar,6699898,3000,Mil@Mia 07:10PM ET,Mil,
,,,,,,,,,,,2B/SS,Jedd Gyorko (6699836),Jedd Gyorko,6699836,3000,StL@LAA 10:05PM ET,StL,
,,,,,,,,,,,SS,Marcus Semien (6699892),Marcus Semien,6699892,3000,Oak@Bos 07:10PM ET,Oak,
,,,,,,,,,,,SS,Orlando Arcia (6699900),Orlando Arcia,6699900,3000,Mil@Mia 07:10PM ET,Mil,
,,,,,,,,,,,2B/3B,Tommy La Stella (6699820),Tommy La Stella,6699820,3000,SD@ChC 08:05PM ET,ChC,
,,,,,,,,,,,OF,Manuel Margot (6699989),Manuel Margot,6699989,3000,SD@ChC 08:05PM ET,SD,
,,,,,,,,,,,OF,Jorge Soler (6699991),Jorge Soler,6699991,3000,SD@ChC 08:05PM ET,ChC,
,,,,,,,,,,,3B,Hector Olivera (6699848),Hector Olivera,6699848,3000,Phi@Atl 07:10PM ET,Atl,
,,,,,,,,,,,C,A.J. Pierzynski (6699702),A.J. Pierzynski,6699702,2900,Phi@Atl 07:10PM ET,Atl,
,,,,,,,,,,,2B/3B,Howie Kendrick (6699822),Howie Kendrick,6699822,2900,NYM@LAD 10:10PM ET,LAD,
,,,,,,,,,,,OF,Melvin Upton Jr. (6699977),Melvin Upton Jr.,6699977,2900,SD@ChC 08:05PM ET,SD,
,,,,,,,,,,,3B,Yunel Escobar (6699858),Yunel Escobar,6699858,2900,StL@LAA 10:05PM ET,LAA,
,,,,,,,,,,,3B,Chase Headley (6699842),Chase Headley,6699842,2900,KC@NYY 07:05PM ET,NYY,
,,,,,,,,,,,2B,Jed Lowrie (6699788),Jed Lowrie,6699788,2900,Oak@Bos 07:10PM ET,Oak,
,,,,,,,,,,,2B/3B,Chris Coghlan (6699812),Chris Coghlan,6699812,2900,Oak@Bos 07:10PM ET,Oak,
,,,,,,,,,,,C,Eric Fryer (6699735),Eric Fryer,6699735,2900,StL@LAA 10:05PM ET,StL,
,,,,,,,,,,,C,Travis d'Arnaud (6699740),Travis d'Arnaud,6699740,2900,NYM@LAD 10:10PM ET,NYM,
,,,,,,,,,,,OF,Matt Szczur (6699983),Matt Szczur,6699983,2900,SD@ChC 08:05PM ET,ChC,
,,,,,,,,,,,OF,Jabari Blash (6699984),Jabari Blash,6699984,2900,SD@ChC 08:05PM ET,SD,
,,,,,,,,,,,OF,Anthony Gose (6700011),Anthony Gose,6700011,2900,Det@Was 07:05PM ET,Det,
,,,,,,,,,,,OF,Matt den Dekker (6700013),Matt den Dekker,6700013,2900,Det@Was 07:05PM ET,Was,
,,,,,,,,,,,OF,Brian Goodwin (6700014),Brian Goodwin,6700014,2900,Det@Was 07:05PM ET,Was,
,,,,,,,,,,,OF,Rymer Liriano (6699971),Rymer Liriano,6699971,2900,Mil@Mia 07:10PM ET,Mil,
,,,,,,,,,,,3B/OF,Cody Asche (6699880),Cody Asche,6699880,2900,Phi@Atl 07:10PM ET,Phi,
,,,,,,,,,,,OF,Mason Williams (6699951),Mason Williams,6699951,2900,KC@NYY 07:05PM ET,NYY,
,,,,,,,,,,,3B/SS,Javier Baez (6699888),Javier Baez,6699888,2900,SD@ChC 08:05PM ET,ChC,
,,,,,,,,,,,2B/SS,Trea Turner (6699835),Trea Turner,6699835,2900,Det@Was 07:05PM ET,Was,
,,,,,,,,,,,SS,Erick Aybar (6699896),Erick Aybar,6699896,2800,Phi@Atl 07:10PM ET,Atl,
,,,,,,,,,,,OF,Alejandro De Aza (6700029),Alejandro De Aza,6700029,2800,NYM@LAD 10:10PM ET,NYM,
,,,,,,,,,,,OF,Sam Fuld (6699933),Sam Fuld,6699933,2800,Oak@Bos 07:10PM ET,Oak,
,,,,,,,,,,,OF,Cedric Hunter (6699957),Cedric Hunter,6699957,2800,Phi@Atl 07:10PM ET,Phi,
,,,,,,,,,,,3B,Justin Turner (6699861),Justin Turner,6699861,2800,NYM@LAD 10:10PM ET,LAD,
,,,,,,,,,,,C,Devin Mesoraco (6699720),Devin Mesoraco,6699720,2800,Pit@Cin 07:10PM ET,Cin,
,,,,,,,,,,,1B/OF,Clint Robinson (6699782),Clint Robinson,6699782,2800,Det@Was 07:05PM ET,Was,
,,,,,,,,,,,1B/3B,Yangervis Solarte (6699775),Yangervis Solarte,6699775,2800,SD@ChC 08:05PM ET,SD,
,,,,,,,,,,,3B,Eric Campbell (6699862),Eric Campbell,6699862,2800,NYM@LAD 10:10PM ET,NYM,
,,,,,,,,,,,OF,Yorman Rodriguez (6699998),Yorman Rodriguez,6699998,2800,Pit@Cin 07:10PM ET,Cin,
,,,,,,,,,,,OF,Rafael Ortega (6700026),Rafael Ortega,6700026,2800,StL@LAA 10:05PM ET,LAA,
,,,,,,,,,,,2B,Josh Rutledge (6699790),Josh Rutledge,6699790,2800,Oak@Bos 07:10PM ET,Bos,
,,,,,,,,,,,SS,Adeiny Hechavarria (6699899),Adeiny Hechavarria,6699899,2800,Mil@Mia 07:10PM ET,Mia,
,,,,,,,,,,,2B/OF,Jace Peterson (6699828),Jace Peterson,6699828,2800,Phi@Atl 07:10PM ET,Atl,
,,,,,,,,,,,OF,Michael Reed (6699976),Michael Reed,6699976,2800,Mil@Mia 07:10PM ET,Mil,
,,,,,,,,,,,2B/OF,Kelly Johnson (6699827),Kelly Johnson,6699827,2700,Phi@Atl 07:10PM ET,Atl,
,,,,,,,,,,,OF,Andre Ethier (6700031),Andre Ethier,6700031,2700,NYM@LAD 10:10PM ET,LAD,
,,,,,,,,,,,C,Jarrod Saltalamacchia (6699727),Jarrod Saltalamacchia,6699727,2700,Det@Was 07:05PM ET,Det,
,,,,,,,,,,,C,Martin Maldonado (6699708),Martin Maldonado,6699708,2700,Mil@Mia 07:10PM ET,Mil,
,,,,,,,,,,,OF,Paulo Orlando (6699946),Paulo Orlando,6699946,2700,KC@NYY 07:05PM ET,KC,
,,,,,,,,,,,OF,Alex Presley (6699967),Alex Presley,6699967,2700,Mil@Mia 07:10PM ET,Mil,
,,,,,,,,,,,C,Yasmani Grandal (6699741),Yasmani Grandal,6699741,2700,NYM@LAD 10:10PM ET,LAD,
,,,,,,,,,,,2B,Johnny Giavotella (6699808),Johnny Giavotella,6699808,2700,StL@LAA 10:05PM ET,LAA,
,,,,,,,,,,,2B/3B,Wilmer Flores (6699824),Wilmer Flores,6699824,2700,NYM@LAD 10:10PM ET,NYM,
,,,,,,,,,,,SS,Didi Gregorius (6699895),Didi Gregorius,6699895,2700,KC@NYY 07:05PM ET,NYY,
,,,,,,,,,,,OF,Ramon Flores (6699973),Ramon Flores,6699973,2700,Mil@Mia 07:10PM ET,Mil,
,,,,,,,,,,,2B,Cesar Hernandez (6699793),Cesar Hernandez,6699793,2700,Phi@Atl 07:10PM ET,Phi,
,,,,,,,,,,,C,Elias Diaz (6699725),Elias Diaz,6699725,2700,Pit@Cin 07:10PM ET,Pit,
,,,,,,,,,,,1B/OF,Ji-Man Choi (6699785),Ji-Man Choi,6699785,2700,StL@LAA 10:05PM ET,LAA,
,,,,,,,,,,,2B,Jose Peraza (6699803),Jose Peraza,6699803,2700,Pit@Cin 07:10PM ET,Cin,
,,,,,,,,,,,OF,Carl Crawford (6700028),Carl Crawford,6700028,2600,NYM@LAD 10:10PM ET,LAD,
,,,,,,,,,,,2B,Omar Infante (6699791),Omar Infante,6699791,2600,KC@NYY 07:05PM ET,KC,
,,,,,,,,,,,C,Geovany Soto (6699733),Geovany Soto,6699733,2600,StL@LAA 10:05PM ET,LAA,
,,,,,,,,,,,2B/3B,Andres Blanco (6699814),Andres Blanco,6699814,2600,Phi@Atl 07:10PM ET,Phi,
,,,,,,,,,,,C,Chris Stewart (6699718),Chris Stewart,6699718,2600,Pit@Cin 07:10PM ET,Pit,
,,,,,,,,,,,C,Carlos Corporan (6699699),Carlos Corporan,6699699,2600,KC@NYY 07:05PM ET,NYY,
,,,,,,,,,,,2B/SS,Ivan De Jesus Jr. (6699834),Ivan De Jesus Jr.,6699834,2600,Pit@Cin 07:10PM ET,Cin,
,,,,,,,,,,,1B/OF,Scott Van Slyke (6699786),Scott Van Slyke,6699786,2600,NYM@LAD 10:10PM ET,LAD,
,,,,,,,,,,,OF,Peter Bourjos (6699956),Peter Bourjos,6699956,2600,Phi@Atl 07:10PM ET,Phi,
,,,,,,,,,,,OF,Cole Gillespie (6699966),Cole Gillespie,6699966,2600,Mil@Mia 07:10PM ET,Mia,
,,,,,,,,,,,2B/3B,Christian Colon (6699813),Christian Colon,6699813,2600,KC@NYY 07:05PM ET,KC,
,,,,,,,,,,,3B/SS,Ruben Tejada (6699891),Ruben Tejada,6699891,2600,StL@LAA 10:05PM ET,StL,
,,,,,,,,,,,C,Kyle Skipworth (6699722),Kyle Skipworth,6699722,2600,Pit@Cin 07:10PM ET,Cin,
,,,,,,,,,,,1B/3B,Brett Wallace (6699776),Brett Wallace,6699776,2600,SD@ChC 08:05PM ET,SD,
,,,,,,,,,,,OF,Kike Hernandez (6700035),Kike Hernandez,6700035,2600,NYM@LAD 10:10PM ET,LAD,
,,,,,,,,,,,OF,Tyler Holt (6700000),Tyler Holt,6700000,2600,Pit@Cin 07:10PM ET,Cin,
,,,,,,,,,,,2B/SS,Greg Garcia (6699837),Greg Garcia,6699837,2600,StL@LAA 10:05PM ET,StL,
,,,,,,,,,,,3B,Cheslor Cuthbert (6699844),Cheslor Cuthbert,6699844,2600,KC@NYY 07:05PM ET,KC,
,,,,,,,,,,,OF,Scott Schebler (6700002),Scott Schebler,6700002,2600,Pit@Cin 07:10PM ET,Cin,
,,,,,,,,,,,C,Jorge Alfaro (6699706),Jorge Alfaro,6699706,2600,Phi@Atl 07:10PM ET,Phi,
,,,,,,,,,,,1B,C.J. Cron (6699770),C.J. Cron,6699770,2600,StL@LAA 10:05PM ET,LAA,
,,,,,,,,,,,OF,Travis Jankowski (6699988),Travis Jankowski,6699988,2600,SD@ChC 08:05PM ET,SD,
,,,,,,,,,,,3B/OF,Alex Guerrero (6699884),Alex Guerrero,6699884,2600,NYM@LAD 10:10PM ET,LAD,
,,,,,,,,,,,C,Carlos Ruiz (6699703),Carlos Ruiz,6699703,2500,Phi@Atl 07:10PM ET,Phi,
,,,,,,,,,,,2B/3B,Aaron Hill (6699816),Aaron Hill,6699816,2500,Mil@Mia 07:10PM ET,Mil,
,,,,,,,,,,,2B,Stephen Drew (6699805),Stephen Drew,6699805,2500,Det@Was 07:05PM ET,Was,
,,,,,,,,,,,2B,Eric Sogard (6699789),Eric Sogard,6699789,2500,Oak@Bos 07:10PM ET,Oak,
,,,,,,,,,,,SS,Danny Espinosa (6699906),Danny Espinosa,6699906,2500,Det@Was 07:05PM ET,Was,
,,,,,,,,,,,3B/SS,Miguel Rojas (6699887),Miguel Rojas,6699887,2500,Mil@Mia 07:10PM ET,Mia,
,,,,,,,,,,,OF,Trayce Thompson (6700034),Trayce Thompson,6700034,2500,NYM@LAD 10:10PM ET,LAD,
,,,,,,,,,,,C,Christian Bethancourt (6699715),Christian Bethancourt,6699715,2500,SD@ChC 08:05PM ET,SD,
,,,,,,,,,,,C,Willson Contreras (6699716),Willson Contreras,6699716,2500,SD@ChC 08:05PM ET,ChC,
,,,,,,,,,,,C,Cameron Rupp (6699705),Cameron Rupp,6699705,2500,Phi@Atl 07:10PM ET,Phi,
,,,,,,,,,,,3B/SS,Ronald Torreyes (6699885),Ronald Torreyes,6699885,2500,KC@NYY 07:05PM ET,NYY,
,,,,,,,,,,,C,Austin Barnes (6699742),Austin Barnes,6699742,2500,NYM@LAD 10:10PM ET,LAD,
,,,,,,,,,,,OF,Tyler Collins (6700017),Tyler Collins,6700017,2500,Det@Was 07:05PM ET,Det,
,,,,,,,,,,,3B/OF,Adonis Garcia (6699881),Adonis Garcia,6699881,2500,Phi@Atl 07:10PM ET,Atl,
,,,,,,,,,,,OF,Ichiro Suzuki (6699964),Ichiro Suzuki,6699964,2400,Mil@Mia 07:10PM ET,Mia,
,,,,,,,,,,,C,David Ross (6699711),David Ross,6699711,2400,SD@ChC 08:05PM ET,ChC,
,,,,,,,,,,,OF,Jeff Francoeur (6699954),Jeff Francoeur,6699954,2400,Phi@Atl 07:10PM ET,Atl,
,,,,,,,,,,,OF,Chris Heisey (6700009),Chris Heisey,6700009,2400,Det@Was 07:05PM ET,Was,
,,,,,,,,,,,1B,Austin Romine (6699751),Austin Romine,6699751,2400,KC@NYY 07:05PM ET,NYY,
,,,,,,,,,,,2B,Scooter Gennett (6699795),Scooter Gennett,6699795,2400,Mil@Mia 07:10PM ET,Mil,
,,,,,,,,,,,1B/OF,Darin Ruf (6699779),Darin Ruf,6699779,2400,Phi@Atl 07:10PM ET,Phi,
,,,,,,,,,,,OF,Alex Dickerson (6699985),Alex Dickerson,6699985,2400,SD@ChC 08:05PM ET,SD,
,,,,,,,,,,,C,Brayan Pena (6699731),Brayan Pena,6699731,2300,StL@LAA 10:05PM ET,StL,
,,,,,,,,,,,C,Jose Lobaton (6699726),Jose Lobaton,6699726,2300,Det@Was 07:05PM ET,Was,
,,,,,,,,,,,2B,Cliff Pennington (6699807),Cliff Pennington,6699807,2300,StL@LAA 10:05PM ET,LAA,
,,,,,,,,,,,OF,Jordan Schafer (6700032),Jordan Schafer,6700032,2300,NYM@LAD 10:10PM ET,LAD,
,,,,,,,,,,,2B/SS,Emmanuel Burriss (6699830),Emmanuel Burriss,6699830,2300,Phi@Atl 07:10PM ET,Phi,
,,,,,,,,,,,1B/3B,Chris Johnson (6699774),Chris Johnson,6699774,2300,Mil@Mia 07:10PM ET,Mia,
,,,,,,,,,,,OF,Juan Lagares (6700033),Juan Lagares,6700033,2300,NYM@LAD 10:10PM ET,NYM,
,,,,,,,,,,,C,Derek Norris (6699713),Derek Norris,6699713,2300,SD@ChC 08:05PM ET,SD,
,,,,,,,,,,,SS,Alexei Ramirez (6699901),Alexei Ramirez,6699901,2300,SD@ChC 08:05PM ET,SD,
,,,,,,,,,,,3B,Gordon Beckham (6699846),Gordon Beckham,6699846,2300,Phi@Atl 07:10PM ET,Atl,
,,,,,,,,,,,2B/3B,Hernan Perez (6699818),Hernan Perez,6699818,2300,Mil@Mia 07:10PM ET,Mil,
,,,,,,,,,,,SS,Jose Iglesias (6699907),Jose Iglesias,6699907,2300,Det@Was 07:05PM ET,Det,
,,,,,,,,,,,SS,Andrelton Simmons (6699909),Andrelton Simmons,6699909,2300,StL@LAA 10:05PM ET,LAA,
,,,,,,,,,,,C,Kevin Plawecki (6699743),Kevin Plawecki,6699743,2300,NYM@LAD 10:10PM ET,NYM,
,,,,,,,,,,,C,Tyler Flowers (6699704),Tyler Flowers,6699704,2200,Phi@Atl 07:10PM ET,Atl,
,,,,,,,,,,,OF,Craig Gentry (6700020),Craig Gentry,6700020,2200,StL@LAA 10:05PM ET,LAA,
,,,,,,,,,,,OF,David Lough (6699958),David Lough,6699958,2200,Phi@Atl 07:10PM ET,Phi,
,,,,,,,,,,,C,Jordan Pacheco (6699721),Jordan Pacheco,6699721,2200,Pit@Cin 07:10PM ET,Cin,
,,,,,,,,,,,3B/SS,Andrew Romine (6699890),Andrew Romine,6699890,2200,Det@Was 07:05PM ET,Det,
,,,,,,,,,,,1B/OF,Daniel Nava (6699784),Daniel Nava,6699784,2200,StL@LAA 10:05PM ET,LAA,
,,,,,,,,,,,SS,Alexi Amarista (6699902),Alexi Amarista,6699902,2200,SD@ChC 08:05PM ET,SD,
,,,,,,,,,,,OF,Juan Perez (6699986),Juan Perez,6699986,2200,SD@ChC 08:05PM ET,ChC,
,,,,,,,,,,,C,James McCann (6699729),James McCann,6699729,2200,Det@Was 07:05PM ET,Det,
,,,,,,,,,,,C,Rene Rivera (6699738),Rene Rivera,6699738,2100,NYM@LAD 10:10PM ET,NYM,
,,,,,,,,,,,C,A.J. Ellis (6699739),A.J. Ellis,6699739,2100,NYM@LAD 10:10PM ET,LAD,
,,,,,,,,,,,3B/OF,Mike Aviles (6699883),Mike Aviles,6699883,2100,Det@Was 07:05PM ET,Det,
,,,,,,,,,,,C,Drew Butera (6699700),Drew Butera,6699700,2100,KC@NYY 07:05PM ET,KC,
,,,,,,,,,,,2B/OF,Tyler Ladendorf (6699825),Tyler Ladendorf,6699825,2100,Oak@Bos 07:10PM ET,Oak,
,,,,,,,,,,,2B,Jose Pirela (6699798),Jose Pirela,6699798,2100,SD@ChC 08:05PM ET,SD,
,,,,,,,,,,,C,Pedro Severino (6699730),Pedro Severino,6699730,2100,Det@Was 07:05PM ET,Was,
,,,,,,,,,,,2B/SS,Rafael Furcal (6699831),Rafael Furcal,6699831,2000,Mil@Mia 07:10PM ET,Mia,
,,,,,,,,,,,1B,Jeff Baker (6699755),Jeff Baker,6699755,2000,Mil@Mia 07:10PM ET,Mia,
